folioviv,ubica_geo,clase_hog,tam_loc,est_socio,educa_jefe,sexo_jefe,edad_jefe,tot_integ,hombres,mujeres,mayores,menores,ing_cor,ingtrab,gasto_mon,alimentos,educa_espa,salud,transporte
0702505605,7089,2,1,1,8,1,52,2,1,1,2,0,48048.8,39713.09,31224.72,9655.57,0.0,596.72,4199.98
0702506801,7089,3,1,1,11,2,41,4,1,3,3,1,127824.56,111639.33,95164.41,24788.41,37855.27,880.43,10662.3
0702506802,7089,3,1,1,3,1,39,4,3,1,2,2,41799.33,41799.33,34191.68,15672.75,2647.82,782.59,2340.0
0702506803,7089,3,1,1,3,2,53,3,1,2,3,0,69089.32,33614.73,79264.13,18709.2,19206.38,4100.81,16534.16
0702506806,7089,4,1,1,5,2,28,4,2,2,2,2,14162.57,0.0,29655.06,7277.04,0.0,24.45,12214.42
0702507603,7089,3,1,2,8,1,47,4,2,2,3,1,88967.17,74065.54,51052.1,17414.89,2574.32,293.47,13589.52
0702507605,7089,3,1,2,8,2,69,5,0,5,5,0,340282.38,228196.69,214389.34,93252.62,11648.77,8618.44,28626.13
0702507606,7089,2,1,2,10,1,66,2,1,1,2,0,48210.14,0.0,43055.75,20762.86,78.68,1599.42,1680.0
0702508701,7089,2,1,3,10,1,31,2,1,1,2,0,148917.99,139917.99,45507.0,16392.78,0.0,0.0,6964.25
0702508702,7089,4,1,3,8,1,31,6,2,4,5,1,95876.97,95876.97,46056.59,11982.8,4982.6,269.0,10928.52
0702508704,7089,2,1,3,9,1,41,3,2,1,3,0,37972.12,31972.12,29111.43,17536.82,538.19,117.39,2635.7
0702508706,7089,4,1,3,6,1,38,3,2,1,3,0,38901.63,38901.63,21512.65,13756.97,756.0,44.02,1200.0
0702509801,7089,2,1,2,8,2,44,3,1,2,3,0,36516.37,36516.37,28100.27,6737.06,510.0,195.64,4992.82
0702509803,7089,3,1,2,11,2,42,5,2,3,4,1,237049.13,126885.23,114059.8,27141.2,12597.54,1643.45,30651.63
0702509805,7089,2,1,2,4,2,77,2,1,1,2,0,81235.32,31352.44,26186.15,11378.5,0.0,34.23,4027.5
0702509806,7089,3,1,2,1,2,70,4,1,3,4,0,60698.33,9796.72,40066.48,22048.74,600.0,1594.54,8525.8
0702510001,7089,3,1,2,6,2,57,3,2,1,3,0,57261.24,50845.09,27479.86,11147.09,2201.08,831.5,6884.73
0702510002,7089,2,1,2,10,2,52,2,1,1,2,0,46729.75,44510.86,49865.23,20391.27,5238.41,88.04,8294.87
0702510003,7089,3,1,2,8,2,65,6,2,4,4,2,85901.53,77160.3,28553.66,12741.35,0.0,1546.62,4092.83
0702510004,7089,2,1,2,10,1,33,2,1,1,2,0,311701.84,309130.42,36323.69,7431.35,0.0,1614.12,5982.68
0702510005,7089,2,1,2,6,2,44,5,4,1,5,0,60575.02,48116.41,39412.36,23901.17,0.0,143.79,4010.55
0702510006,7089,2,1,2,1,2,53,4,2,2,4,0,52641.89,43932.22,13614.37,7842.81,0.0,873.55,1465.89
0702511301,7089,2,1,2,10,1,40,3,1,2,2,1,79399.25,64883.13,39892.51,20519.85,238.06,0.0,5791.22
0702511302,7089,2,1,2,6,1,56,2,1,1,2,0,46388.49,39130.43,45623.88,18758.36,0.0,3570.65,7768.17
0702511303,7089,2,1,2,10,1,43,4,3,1,2,2,54230.35,48423.9,59099.0,27848.37,3135.47,0.0,10894.13
0702511304,7089,2,1,2,9,1,29,3,1,2,2,1,71413.03,71413.03,73948.78,34071.31,3570.96,234.78,8494.83
0702511305,7089,2,1,2,6,2,24,2,1,1,1,1,46035.2,37325.53,39457.95,23991.3,1685.12,117.39,6400.34
0702511306,7089,2,1,2,4,1,54,5,3,2,5,0,68396.77,62590.32,49204.61,20995.51,12036.75,0.0,9837.86
0702512901,7089,2,1,3,6,2,52,3,2,1,3,0,105399.71,0.0,40192.67,15981.31,978.26,342.38,7729.91
0702512902,7089,1,1,3,11,1,50,1,1,0,1,0,62940.01,48423.89,17086.1,11314.19,0.0,704.34,837.78
0702512904,7089,3,1,3,8,1,39,4,3,1,3,1,150770.25,67499.99,44493.78,8357.08,2677.25,1878.26,16667.86
0702512905,7089,1,1,3,10,2,48,1,0,1,1,0,51221.73,0.0,42545.3,7354.21,1766.12,978.26,5776.07
0702512906,7089,3,1,3,10,1,65,3,2,1,3,0,85880.23,24407.59,38941.69,17459.89,880.43,782.6,8858.6
0702513001,7089,1,1,1,1,1,75,1,1,0,1,0,15244.41,1467.39,2811.82,2262.82,0.0,0.0,0.0
0702513002,7089,1,1,1,1,2,59,1,0,1,1,0,20588.35,1418.47,12271.66,6100.65,0.0,469.56,3115.68
0702513003,7089,2,1,1,10,1,28,3,1,2,2,1,28551.0,22744.55,8567.77,1157.13,0.0,0.0,3799.74
0702513004,7089,3,1,1,3,1,55,7,3,4,7,0,44128.69,23331.51,44535.96,20185.56,1451.61,538.03,14344.03
0702513005,7089,2,1,1,3,1,33,2,1,1,2,0,38701.25,35217.38,18159.06,11487.72,0.0,425.53,3923.46
0702513006,7089,2,1,1,11,1,73,2,1,1,2,0,48060.18,220.1,14792.32,4512.76,0.0,0.0,6009.11
0702514403,7089,3,1,4,8,1,46,4,2,2,3,1,63942.73,46491.83,50551.19,23271.31,8243.86,2724.43,2211.29
0702514404,7089,2,1,4,11,1,59,4,1,3,4,0,99352.74,70801.6,52617.35,5181.38,24241.92,132.06,14312.89
0702514405,7089,2,1,4,8,1,80,2,1,1,2,0,61025.1,25902.39,20272.35,11481.37,0.0,903.89,7006.45
0702515201,7089,2,1,3,5,1,53,3,1,2,3,0,76576.54,62060.42,41818.65,12291.35,98.9,1780.21,13180.86
0702515202,7089,1,1,3,7,2,52,1,0,1,1,0,50165.56,49252.72,30297.02,12132.37,494.5,0.0,4160.13
0702515203,7089,3,1,3,1,2,83,5,2,3,5,0,50898.09,29497.22,24493.57,9719.87,4219.52,448.03,4003.87
0702515204,7089,3,1,3,6,2,52,3,0,3,2,1,85882.85,55483.5,37216.45,9424.19,2903.22,1056.52,7365.84
0702515205,7089,3,1,3,4,2,70,2,1,1,2,0,24103.14,494.5,9933.07,5309.92,0.0,133.04,1866.35
0702515206,7089,1,1,3,6,2,53,1,0,1,1,0,45246.44,29052.19,16663.98,7804.2,638.7,0.0,3997.44
0702516301,7089,2,1,1,8,1,33,5,2,3,2,3,42858.07,37051.62,46642.7,28195.51,3071.59,733.68,7718.36
0702516302,7089,2,1,1,6,1,38,3,1,2,2,1,20186.87,14380.42,30777.95,19967.0,0.0,195.65,4180.6
0702516303,7089,2,1,1,6,1,61,3,2,1,2,1,14352.65,9997.82,12054.82,6415.53,987.08,0.0,4217.1
0702516304,7089,3,1,1,1,2,62,3,1,2,2,1,13030.03,8675.2,15571.32,7829.85,725.8,0.0,3085.68
0702516305,7089,4,1,1,11,1,53,6,4,2,6,0,142847.28,122524.7,51629.75,20468.38,3629.02,0.0,18165.83
0702516306,7089,1,1,1,1,2,62,1,0,1,1,0,24330.29,0.0,15906.92,6428.5,0.0,264.12,3418.32
0702517501,7089,1,1,1,5,1,41,1,1,0,1,0,18823.29,12267.38,19525.22,15248.38,0.0,0.0,205.71
0702517502,7089,3,1,1,3,1,70,4,2,2,2,2,32786.37,9371.24,26436.98,14039.82,2068.21,0.0,2590.64
0702517504,7089,2,1,1,8,1,46,4,3,1,3,1,71882.07,50540.85,48651.93,11802.74,6907.77,0.0,11840.31
0702517505,7089,2,1,1,6,1,49,3,1,2,3,0,62693.87,52043.46,23510.11,7431.29,0.0,0.0,9485.17
0702517506,7089,2,1,1,4,2,49,2,1,1,2,0,78190.85,71803.76,34006.82,27366.13,0.0,0.0,3633.14
0702518201,7096,3,3,1,3,1,76,6,3,3,5,1,56696.48,42419.65,19261.99,12394.13,2477.41,0.0,870.96
0702518203,7096,2,3,1,1,1,31,5,4,1,4,1,17563.23,12520.87,11328.83,7405.57,145.16,342.38,440.32
0702518204,7096,2,3,1,1,2,63,2,1,1,2,0,17659.15,6435.48,13088.63,9347.02,0.0,0.0,145.16
0702518205,7096,2,3,1,6,1,28,4,2,2,2,2,11918.03,6542.29,7727.48,5271.34,445.16,0.0,0.0
0702518206,7096,3,3,1,1,1,55,9,5,4,5,4,28951.52,24596.69,36828.31,12664.18,2264.51,12717.38,1016.12
0702518407,7096,2,3,1,10,1,36,4,2,2,3,1,50602.1,46247.27,20884.68,4667.07,4778.49,909.77,4364.51
0702518408,7096,3,3,1,4,1,30,5,2,3,3,2,22483.78,17457.06,13750.43,8987.03,2010.77,48.91,580.64
0702518409,7096,2,3,1,4,1,31,6,5,1,3,3,30947.55,23967.38,10879.62,5740.63,2572.49,19.56,870.96
0702518410,7096,2,3,1,1,1,55,9,4,5,5,4,14878.23,13426.62,6209.25,2854.23,2097.86,19.56,0.0
0702518411,7096,2,3,1,8,1,44,5,4,1,4,1,39199.76,29959.22,11284.93,2237.1,4106.35,48.9,638.7
0702518412,7096,2,3,1,3,1,33,4,2,2,2,2,12690.71,9787.49,13705.91,5554.21,3573.41,97.82,2438.69
0702518713,7096,3,3,1,3,1,57,5,3,2,5,0,55502.92,51002.92,40392.84,13255.6,9900.0,802.15,2828.55
0702518714,7096,3,3,1,3,1,54,5,3,2,4,1,12957.02,11457.02,5040.56,3162.8,0.0,80.2,0.0
0702518715,7096,2,3,1,3,1,40,4,2,2,2,2,17163.93,14163.93,14434.97,8408.48,444.0,58.69,150.0
0702518716,7096,3,3,1,1,2,82,5,1,4,3,2,12197.68,3296.05,6777.18,3792.77,750.0,523.35,60.0
0702518717,7096,3,3,1,1,1,68,6,2,4,5,1,11239.65,6739.65,10082.39,7662.76,300.0,95.85,300.0
0702518718,7096,2,3,1,4,2,42,5,2,3,5,0,57580.8,45580.8,26578.85,13268.39,1307.95,291.5,942.85
0702518919,7096,2,3,1,3,1,55,6,3,3,2,4,8452.89,5549.67,20970.33,19414.2,544.56,200.53,290.32
0702518920,7096,3,3,1,4,1,49,8,5,3,7,1,43553.6,37747.15,28447.55,19369.13,300.0,3565.74,1161.29
0702518921,7096,2,3,1,1,1,48,6,2,4,5,1,31661.61,22951.94,36412.62,33441.22,300.0,187.81,290.32
0702518922,7096,2,3,1,3,1,47,2,1,1,2,0,8572.11,4217.28,12135.9,9077.04,0.0,1027.15,590.32
0702518923,7096,2,3,1,8,1,30,4,3,1,2,2,29773.84,23967.39,10872.28,5104.2,300.0,660.32,580.64
0702518924,7096,2,3,1,4,1,55,4,2,2,4,0,19099.83,15615.96,13698.3,9565.6,0.0,1032.04,1223.49
0702519201,7097,2,2,2,10,2,27,3,1,2,2,1,43386.11,36717.0,25754.16,13474.2,1887.08,0.0,4064.51
0702519202,7097,2,2,2,8,1,65,3,1,2,3,0,80375.63,0.0,56056.94,26022.62,638.7,6652.16,3541.92
0702519203,7097,2,2,2,6,1,65,2,1,1,2,0,14255.8,4549.45,11596.74,7379.89,0.0,0.0,0.0
0702519204,7097,3,2,2,1,1,80,4,2,2,4,0,28681.3,10879.12,29874.3,13371.27,1306.45,2406.51,580.64
0702519205,7097,2,2,2,8,1,27,3,1,2,2,1,31351.64,31351.64,42754.66,14669.83,1741.92,117.39,5260.35
0702519206,7097,3,2,2,6,2,50,3,2,1,2,1,29698.23,25343.4,34231.18,17575.52,580.64,723.9,2509.19
0702519409,7097,3,2,2,7,2,53,3,2,1,3,0,87494.88,19187.17,57017.82,25714.08,4826.57,3688.01,6030.73
0702519410,7097,1,2,2,1,1,79,1,1,0,1,0,32802.61,0.0,17519.13,12072.71,0.0,1027.16,580.64
0702519411,7097,1,2,2,8,2,75,1,0,1,1,0,37159.07,0.0,7303.35,3149.92,0.0,0.0,1030.63
0702519412,7097,3,2,2,8,2,59,3,1,2,2,1,52675.98,15318.09,23123.77,9912.72,4416.91,92.93,1244.32
0702519613,7097,2,2,2,3,1,80,4,1,3,4,0,37081.94,1573.77,26852.01,17099.84,0.0,0.0,3874.28
0702519614,7097,1,2,2,4,2,40,1,0,1,1,0,20438.58,19152.88,7936.57,2288.53,0.0,0.0,557.14
0702519615,7097,2,2,2,3,1,68,2,1,1,2,0,47360.63,25155.73,16918.09,8884.18,0.0,1293.25,2400.0
0702519616,7097,2,2,2,7,1,47,5,3,2,5,0,141002.48,38655.7,33800.85,20185.59,0.0,1134.76,7320.0
0702519617,7097,2,2,2,3,1,45,5,4,1,4,1,52819.65,52819.65,36045.76,21651.13,408.0,73.36,3893.14
0702519618,7097,2,2,2,10,1,38,6,5,1,2,4,23065.55,20311.46,25173.7,11751.31,1971.0,0.0,4140.0
0702519919,7097,2,2,2,6,1,62,2,2,0,2,0,16131.28,12497.28,7605.09,5181.36,0.0,1115.21,290.32
0702519920,7097,3,2,2,6,1,64,3,1,2,3,0,24524.36,14478.26,26336.74,19092.8,0.0,234.78,3087.77
0702519921,7097,3,2,2,10,2,54,3,1,2,3,0,96472.83,52608.9,36260.0,17421.35,0.0,489.13,5494.83
0702519922,7097,2,2,2,6,1,52,4,2,2,4,0,73487.89,61874.99,88445.6,53832.5,0.0,5018.44,12693.28
0702519923,7097,1,2,2,3,2,67,1,0,1,1,0,28676.83,0.0,7864.89,3869.94,0.0,518.47,1504.28
0702519924,7097,3,2,2,8,1,39,4,3,1,4,0,37502.08,19956.51,44058.49,30008.28,754.83,479.34,7287.09
0702520019,7099,1,3,2,4,1,63,1,1,0,1,0,11024.89,7288.04,5878.28,4088.5,0.0,332.6,788.01
0702520020,7099,2,3,2,8,1,31,3,2,1,2,1,24507.0,20152.17,13589.62,10478.42,0.0,0.0,725.8
0702520022,7099,3,3,2,1,2,77,4,1,3,4,0,47540.39,34412.77,20814.19,13448.38,73.36,176.08,2924.77
0702520023,7099,2,3,2,10,1,38,4,1,3,3,1,111206.95,2519.02,31405.34,17961.21,1105.43,1166.07,2908.93
0702520401,7099,1,3,2,4,1,78,1,1,0,1,0,25860.79,0.0,16646.21,8048.46,0.0,0.0,3012.85
0702520402,7099,1,3,2,4,1,45,1,1,0,1,0,15089.49,7043.47,3673.78,2404.2,0.0,0.0,435.48
0702520403,7099,2,3,2,6,1,41,5,2,3,3,2,37077.64,31010.86,47396.33,22004.77,11107.18,782.59,5516.12
0702520404,7099,2,3,2,4,1,26,3,1,2,2,1,17864.29,14086.95,20609.29,13319.77,1530.96,254.33,1868.42
0702520405,7099,3,3,2,3,2,47,4,1,3,4,0,33442.29,27635.84,30485.08,12278.38,9899.81,968.47,870.96
0702520406,7099,2,3,2,10,1,51,4,3,1,3,1,77195.03,71388.58,33956.34,7547.01,9883.26,361.95,5919.45
0702520607,7099,3,3,2,10,1,40,5,2,3,4,1,110508.18,104508.18,41228.38,12419.88,12900.0,4656.5,7500.0
0702520608,7099,3,3,2,10,1,61,5,3,2,4,1,78329.49,7313.11,28870.46,10632.75,5850.0,136.95,6942.85
0702520609,7099,3,3,2,4,1,64,5,3,2,4,1,42727.85,40627.85,19352.85,8678.46,0.0,0.0,4800.0
0702520610,7099,3,3,2,3,1,69,5,2,3,4,1,47540.13,36688.51,24279.06,10979.82,1242.39,6436.94,900.0
0702520611,7099,2,3,2,3,1,29,4,2,2,2,2,26606.55,23606.55,17102.11,11622.7,0.0,1301.07,450.0
0702520612,7099,2,3,2,10,1,34,3,2,1,2,1,44360.64,38360.64,16027.52,8138.43,0.0,0.0,5185.7
0702520813,7099,2,3,2,4,1,46,4,3,1,2,2,17529.56,13942.62,17207.62,10979.89,0.0,136.95,600.0
0702520814,7099,2,3,2,3,2,80,2,1,1,2,0,30084.35,20561.3,18216.87,7199.89,0.0,5018.43,450.0
0702520815,7099,2,3,2,7,1,26,4,2,2,2,2,42540.62,34354.91,25737.08,11712.68,449.9,440.2,3749.94
0702520816,7099,3,3,2,1,1,59,5,2,3,4,1,59429.33,43126.07,31168.41,14811.15,660.0,1946.7,1800.0
0702520817,7099,3,3,2,10,1,44,7,2,5,7,0,79376.0,60539.95,81095.63,44202.66,4098.42,4353.24,13067.14
0702520818,7099,2,3,2,1,1,80,2,1,1,2,0,51963.9,28160.64,12820.76,7277.05,0.0,1115.21,1200.0
0702521019,7099,3,3,1,3,1,94,3,2,1,3,0,19587.32,9362.93,15270.11,6338.49,0.0,97.82,4424.64
0702521020,7099,3,3,1,3,1,66,7,5,2,4,3,123903.78,100520.21,43949.98,6891.36,0.0,7877.92,21145.93
0702521021,7099,3,3,1,4,1,34,6,2,4,4,2,12264.56,9216.18,9298.29,4834.24,586.95,0.0,1741.93
0702521022,7099,2,3,1,3,2,50,2,1,1,2,0,20682.11,17485.42,8227.1,2204.96,0.0,0.0,1451.61
0702521023,7099,2,3,1,3,1,49,2,1,1,2,0,19041.28,9249.44,20322.77,14027.06,0.0,146.73,0.0
0702521024,7099,3,3,1,6,1,39,5,2,3,4,1,20610.46,13825.75,17192.05,10607.05,0.0,611.4,1596.76
0702521301,7099,2,3,1,1,1,40,3,1,2,2,1,23570.79,19215.96,8186.6,3239.95,0.0,17.6,435.48
0702521302,7099,2,3,1,3,2,39,4,2,2,3,1,43743.25,12664.55,18235.34,5734.26,25.0,0.0,5868.95
0702521303,7099,2,3,1,4,2,50,2,1,1,2,0,19534.38,7015.09,20142.28,3522.82,48.91,156.52,4856.65
0702521304,7099,2,3,1,4,1,56,3,2,1,3,0,29089.02,19829.33,16098.65,6402.82,0.0,2934.78,4669.35
0702521507,7099,2,3,1,6,1,30,5,2,3,2,3,26155.35,13974.44,29708.71,19214.83,0.0,1878.25,2782.25
0702521508,7099,2,3,1,3,2,64,2,0,2,2,0,26036.02,18746.41,20357.25,15171.29,0.0,146.73,2616.34
0702521509,7099,2,3,1,4,1,44,5,4,1,2,3,33555.89,29201.06,22088.39,15042.74,789.13,352.16,1596.76
0702521510,7099,2,3,1,3,1,46,4,2,2,3,1,39706.66,31328.79,24144.86,17189.82,391.29,117.39,2546.53
0702521511,7099,3,3,1,3,1,66,4,2,2,4,0,48310.27,31557.69,11914.55,7958.47,300.0,0.0,1609.2
0702521512,7099,2,3,1,7,1,52,2,1,1,2,0,38394.81,25125.64,20763.76,8665.65,0.0,3560.84,1806.9
0702521713,7099,3,3,1,1,1,80,8,2,6,6,2,37389.8,15184.9,19025.98,7045.65,300.0,1056.51,3728.57
0702521714,7099,3,3,1,6,1,37,7,3,4,5,2,42786.87,38286.87,63450.6,44511.27,870.0,78.26,7979.5
0702521715,7099,3,3,1,3,2,74,2,0,2,2,0,26783.58,4027.86,30886.66,7649.91,5399.99,571.3,4182.78
0702521716,7099,2,3,1,5,2,30,5,4,1,2,3,14724.58,59.01,48110.81,27449.74,5413.04,0.0,11668.03
0702521717,7099,2,3,1,3,1,52,2,1,1,2,0,19932.89,10035.72,19445.51,12959.83,300.0,391.3,606.0
0702521718,7099,2,3,1,6,1,38,4,2,2,3,1,23117.19,20567.2,32754.99,22165.56,2300.21,53.8,3321.42
0702522302,7101,2,1,4,10,1,81,2,1,1,2,0,55393.63,33016.29,17304.93,11751.32,0.0,0.0,2528.5
0702522303,7101,2,1,4,11,1,30,2,1,1,2,0,135055.41,120228.23,45074.62,15383.49,2177.41,836.4,14291.14
0702522304,7101,1,1,4,3,1,49,1,1,0,1,0,22304.34,22304.34,25410.64,14875.59,0.0,0.0,786.07
0702522305,7101,2,1,4,7,1,56,5,2,3,5,0,99703.7,27880.43,57375.77,25283.35,2778.36,4980.28,14724.76
0702522306,7101,2,1,4,10,1,28,2,1,1,2,0,82292.22,70679.32,37910.43,14618.48,1541.23,3688.02,13785.43
0702523501,7101,2,1,2,1,1,74,2,1,1,2,0,48523.29,0.0,17477.88,10812.74,0.0,39.13,2459.42
0702523502,7101,2,1,2,6,2,25,2,1,1,1,1,32962.54,25704.48,20019.4,9064.18,4209.67,0.0,2911.5
0702523503,7101,1,1,2,1,2,79,1,0,1,1,0,21170.54,0.0,14042.74,3458.53,0.0,97.82,0.0
0702523504,7101,1,1,2,8,1,50,1,1,0,1,0,38396.73,38396.73,33562.22,13345.6,0.0,0.0,9093.31
0702523505,7101,2,1,2,6,1,33,4,3,1,3,1,29649.17,25874.98,32728.65,15878.32,3556.43,0.0,7868.37
0702523506,7101,2,1,2,4,1,64,2,1,1,2,0,31157.41,2812.49,18577.08,8421.27,0.0,2915.19,2090.3
0702524901,7101,3,1,3,8,2,34,3,1,2,3,0,50538.98,37345.09,35081.8,19246.89,0.0,2127.71,6506.65
0702524902,7101,1,1,3,3,2,70,1,0,1,1,0,38011.72,0.0,14797.19,8537.01,0.0,654.45,2430.17
0702524903,7101,2,1,3,8,1,72,3,1,2,3,0,157420.44,71413.04,51997.3,17524.15,2314.07,2386.94,7681.54
0702524906,7101,1,1,3,1,2,65,1,0,1,1,0,27082.03,9831.52,22008.24,12651.25,0.0,4949.98,290.32
0702525701,7101,2,1,2,6,2,20,2,0,2,1,1,54344.23,39590.15,45088.18,19992.72,600.0,782.6,3149.98
0702525702,7101,2,1,2,8,1,38,4,2,2,3,1,40327.85,40327.85,48713.25,21239.92,3182.6,590.16,11035.67
0702525703,7101,3,1,2,6,2,55,7,2,5,5,2,80360.61,66958.98,51680.1,15286.97,3000.0,1271.73,13926.44
0702525705,7101,3,1,2,8,1,24,5,3,2,3,2,78088.5,69737.69,35651.41,16726.93,8022.0,0.0,2764.62
0702525706,7101,3,1,2,4,2,66,5,2,3,3,2,33688.51,18245.9,23310.22,10677.7,4757.6,68.47,557.14
0702526201,7101,3,1,3,4,2,61,3,1,2,3,0,52162.34,40549.44,21778.76,13062.69,435.48,259.23,3541.91
0702526202,7101,2,1,3,8,1,41,5,3,2,5,0,14093.4,14093.4,23983.69,7495.62,3774.18,210.31,5256.19
0702526203,7101,2,1,3,6,1,61,3,1,2,3,0,119116.38,6688.18,43681.35,11121.32,580.64,1252.17,18822.57
0702526204,7101,2,1,3,10,2,49,3,1,2,3,0,27771.41,25298.89,29979.43,12934.17,1741.93,254.34,5554.83
0702526205,7101,2,1,3,10,1,35,7,6,1,3,4,54959.3,54959.3,28902.59,7546.99,4935.47,0.0,4983.87
0702526206,7101,2,1,3,11,1,37,4,2,2,2,2,42088.78,33379.11,35159.35,18899.9,1741.92,978.25,5854.83
0702527901,7101,3,1,2,6,2,67,5,2,3,4,1,23766.84,17897.28,34605.51,11841.32,2281.93,635.86,7973.46
0702527902,7101,3,1,2,3,2,61,5,0,5,4,1,52136.87,46330.42,37097.29,16791.25,3809.52,2739.12,4502.05
0702527902,7101,2,1,2,5,1,40,4,3,1,3,1,38553.25,38553.25,23288.54,9141.29,1016.12,763.03,4375.55
0702527903,7101,2,1,2,5,1,60,2,1,1,2,0,38612.78,31354.72,15606.87,7958.48,0.0,48.91,3732.68
0702527904,7101,2,1,2,7,1,91,2,2,0,2,0,78527.88,19958.47,35783.13,10221.39,0.0,3913.03,10097.0
0702527905,7101,2,1,2,6,2,55,4,2,2,4,0,95369.6,83756.7,46589.58,13178.47,1596.76,0.0,15086.36
0702527906,7101,2,1,2,8,1,48,4,2,2,3,1,51264.01,42554.34,29611.65,16071.34,29.34,0.0,5570.02
0702528201,7101,2,1,2,11,1,52,4,3,1,4,0,101754.32,88064.5,35118.61,12908.48,6485.96,0.0,9763.11
0702528202,7101,2,1,2,8,1,56,3,2,1,3,0,29807.5,22549.44,22180.76,11256.35,0.0,48.91,2121.42
0702528203,7101,2,1,2,6,1,25,4,2,2,4,0,25343.4,25343.4,42916.94,17562.69,5893.53,0.0,3693.41
0702528204,7101,3,1,2,4,2,62,3,2,1,3,0,34111.92,27148.34,12143.03,4898.47,0.0,0.0,2571.4
0702528205,7101,2,1,2,6,1,41,3,2,1,2,1,24760.35,21857.13,15025.18,9623.41,0.0,0.0,1799.98
0702528206,7101,2,1,2,8,1,52,4,2,2,4,0,84616.23,40302.17,25329.64,7324.57,0.0,58.69,10531.75
0702529401,7101,3,1,3,1,1,72,5,3,2,4,1,57195.29,30668.46,34050.53,17986.98,1330.74,29.34,4963.8
0702529402,7101,2,1,3,10,1,30,4,2,2,2,2,57598.58,55027.16,44337.94,11404.19,290.32,2543.47,7844.23
0702529403,7101,3,1,3,10,1,59,3,1,2,3,0,101889.97,42505.42,46354.28,15197.03,0.0,2347.82,12704.31
0702529404,7101,3,1,3,4,2,63,4,2,2,3,1,66562.03,0.0,36876.03,22890.62,72.58,1288.34,6442.54
0702529405,7101,3,1,3,10,1,67,3,1,2,2,1,57573.78,43581.51,23814.74,9591.38,1754.55,807.05,4543.54
0702529406,7101,1,1,3,3,1,75,1,1,0,1,0,45337.31,0.0,10871.99,1992.8,0.0,0.0,1414.28
0702530402,7101,2,1,2,8,1,53,2,1,1,2,0,76943.34,33016.28,30108.35,13454.86,391.3,2152.17,9055.15
0702530403,7101,2,1,2,3,1,67,3,2,1,3,0,39785.22,23722.82,14761.64,5798.51,0.0,698.47,3485.24
0702530404,7101,3,1,2,5,1,34,7,3,4,4,3,48629.33,48629.33,77137.41,37465.25,15238.98,264.1,3333.1
0702530405,7101,2,1,2,10,1,31,3,1,2,2,1,34557.05,34557.05,28133.2,4975.65,5333.09,0.0,6664.25
0702531401,7101,2,1,1,8,1,67,2,1,1,2,0,58579.66,44031.98,33236.65,24293.21,0.0,1642.47,814.28
0702531402,7101,3,1,1,9,1,53,5,2,3,5,0,147881.9,115693.98,84846.05,48149.73,9966.98,1660.08,12052.43
0702531403,7101,2,1,1,7,1,46,3,2,1,2,1,16434.77,14869.56,14931.21,7187.01,0.0,89.01,1114.28
0702531404,7101,2,1,1,10,1,44,4,3,1,2,2,14722.81,14576.08,34380.8,8421.27,5672.74,616.3,2331.42
0702531405,7101,3,1,1,10,1,53,6,2,4,6,0,52386.06,37806.83,37991.7,22126.98,8343.65,227.92,3337.26
0702531406,7101,2,1,1,10,1,70,2,1,1,2,0,53157.41,0.0,29120.46,13647.67,127.16,1663.02,5423.27
0702532601,7101,2,1,1,6,1,50,7,7,0,5,2,69590.16,63590.16,34356.61,14657.01,0.0,0.0,6428.55
0702532602,7101,2,1,1,6,1,37,5,2,3,3,2,39049.17,33049.17,24590.06,10607.04,2784.78,0.0,4242.81
0702532603,7101,2,1,1,4,1,70,3,3,0,3,0,29606.55,23606.55,15274.16,7971.38,0.0,782.6,2014.28
0702532604,7101,1,1,1,4,2,59,1,0,1,1,0,11409.83,0.0,8936.87,5785.59,0.0,0.0,514.28
0702532605,7101,2,1,1,4,2,48,3,1,2,3,0,37795.06,31795.06,16774.85,7495.61,54.0,1663.04,3085.7
0702532606,7101,3,1,1,6,2,34,4,0,4,4,0,40377.04,37377.04,29016.81,9771.37,6678.26,0.0,4585.68
0702533601,7101,3,1,2,8,1,43,8,2,6,5,3,55745.85,46524.56,55024.95,24672.65,2213.11,1320.64,8892.8
0702533602,7101,2,1,2,6,2,49,2,0,2,1,1,12687.23,0.0,14962.05,6942.71,0.0,342.39,4799.95
0702533604,7101,3,1,2,1,2,64,10,3,7,7,3,73622.0,55077.0,26300.73,14078.42,0.0,244.55,8914.2
0702533605,7101,3,1,2,4,2,59,5,2,3,4,1,40113.92,30590.15,24329.5,10079.88,0.0,146.73,4392.82
0702533606,7101,2,1,2,8,1,49,4,1,3,4,0,35114.73,30172.11,39561.29,10349.93,3210.0,195.65,10611.39
0702534801,7101,2,1,2,8,1,47,2,1,1,2,0,48211.45,36211.45,23283.63,9038.43,0.0,0.0,7395.24
0702534802,7101,3,1,2,4,1,34,5,2,3,4,1,41262.26,35360.63,36790.87,14425.57,900.0,557.6,4842.84
0702534802,7101,2,1,2,4,2,33,3,2,1,2,1,29778.68,29778.68,30791.27,12998.44,24.59,0.0,6128.55
0702534803,7101,2,1,2,8,1,23,3,2,1,2,1,27713.11,27713.11,20165.21,8601.29,0.0,83.15,1410.0
0702534804,7101,3,1,2,1,2,74,2,0,2,2,0,18966.01,0.0,8966.0,4538.49,559.18,78.26,1221.42
