folioviv,ubica_geo,clase_hog,tam_loc,est_socio,educa_jefe,sexo_jefe,edad_jefe,tot_integ,hombres,mujeres,mayores,menores,ing_cor,ingtrab,gasto_mon,alimentos,educa_espa,salud,transporte
0702448201,7002,2,2,1,1,1,63,2,1,1,2,0,16336.33,4533.62,15678.43,7727.0,0.0,1418.46,4079.4
0702448201,7002,2,2,1,1,1,54,2,1,1,2,0,5097.64,4705.71,13443.13,6878.47,0.0,0.0,4905.14
0702448201,7002,2,2,1,7,1,22,3,1,2,2,1,42824.14,42824.14,33940.4,15441.22,1451.6,0.0,5719.48
0702448202,7002,3,2,1,3,1,76,4,2,2,4,0,30637.03,9931.63,11513.54,7212.72,0.0,224.99,2123.48
0702448203,7002,2,2,1,6,1,67,2,1,1,2,0,32021.86,0.0,26163.77,17421.26,0.0,1584.77,3409.19
0702448205,7002,2,2,1,6,1,45,5,2,3,4,1,25030.08,18202.73,13899.12,8125.56,0.0,0.0,2393.8
0702448206,7002,3,2,1,9,1,43,3,2,1,3,0,64938.91,26431.3,44050.04,25688.4,609.67,0.0,5283.84
0702448408,7002,2,2,1,9,1,60,2,1,1,2,0,72938.68,63478.33,42116.58,8125.62,16304.5,0.0,7790.58
0702448409,7002,3,2,1,5,1,58,4,2,2,4,0,49413.2,45929.33,49837.45,14939.82,600.0,1760.84,2777.1
0702448410,7002,2,2,1,3,1,62,3,2,1,3,0,32463.74,28531.95,24994.16,14759.8,0.0,469.55,2781.25
0702448411,7002,3,2,1,10,1,31,5,2,3,3,2,77869.53,72146.72,64607.89,10066.97,31120.64,0.0,3336.19
0702448412,7002,2,2,1,6,1,46,4,2,2,4,0,54109.15,45352.15,39264.1,16032.63,12499.15,57.71,3923.46
0702448614,7002,2,2,1,4,1,44,4,3,1,4,0,38090.14,28155.72,35035.0,16431.22,1800.0,2015.2,2678.52
0702448615,7002,2,2,1,1,2,78,2,0,2,2,0,28480.31,15127.86,31849.05,14489.81,626.08,1173.91,1409.99
0702448616,7002,2,2,1,3,1,68,2,1,1,2,0,41409.81,0.0,42476.31,20326.89,0.0,2005.41,5160.0
0702448617,7002,2,2,1,8,1,65,3,1,2,3,0,42403.26,14852.45,28312.45,14926.97,0.0,518.47,257.14
0702448618,7002,1,2,1,6,2,61,1,0,1,1,0,17121.14,3983.6,24085.55,13139.79,0.0,0.0,2104.24
0702448919,7002,2,2,1,1,1,71,2,1,1,2,0,23119.93,8252.6,29531.1,19092.7,0.0,2426.07,4918.84
0702448920,7002,2,2,1,1,1,79,2,1,1,2,0,19329.62,1159.23,7582.52,3304.19,0.0,0.0,2090.3
0702448921,7002,2,2,1,3,1,52,4,2,2,3,1,37047.12,35014.87,32361.81,23643.96,0.0,440.21,3023.46
0702448922,7002,2,2,1,6,1,52,5,3,2,5,0,68006.45,60554.32,40705.01,23502.75,0.0,1027.16,5410.52
0702448923,7002,2,2,1,6,1,36,4,1,3,2,2,27057.1,22499.99,30623.9,17626.93,0.0,127.17,1946.74
0702449019,7003,3,3,1,8,2,49,5,1,4,3,2,45782.59,45782.59,28000.12,9732.72,4373.03,382.48,900.0
0702449020,7003,3,3,1,7,2,45,4,3,1,4,0,47514.97,39741.83,30570.99,12317.01,0.0,1078.99,2721.41
0702449021,7003,2,3,1,6,1,32,4,3,1,3,1,22424.41,19521.19,18725.56,9089.88,1305.88,821.73,2886.16
0702449022,7003,2,3,1,6,1,63,2,1,1,2,0,29815.08,20076.84,26021.78,15441.21,0.0,311.07,5825.8
0702449023,7003,3,3,1,6,1,38,7,4,3,5,2,45177.85,44306.89,26812.77,15004.14,802.17,635.85,5564.3
0702449024,7003,3,3,1,6,2,21,4,1,3,3,1,19109.59,11739.13,32276.8,16090.51,1754.54,342.38,4085.52
0702449301,7003,2,3,1,10,1,62,2,1,1,2,0,39805.42,1653.26,45027.64,24981.26,1845.0,205.43,5144.1
0702449302,7003,2,3,1,4,2,39,3,1,2,2,1,28586.95,17308.85,22917.41,11931.29,3007.71,0.0,2782.66
0702449303,7003,2,3,1,4,2,49,2,0,2,2,0,42752.95,2054.34,13263.27,7264.17,3283.38,0.0,1002.85
0702449304,7003,2,3,1,8,1,33,3,1,2,2,1,31297.21,26192.91,26228.63,14939.73,1440.24,880.42,1063.81
0702449306,7003,2,3,1,4,1,74,2,2,0,2,0,17326.89,1124.99,5844.02,3432.82,0.0,0.0,290.32
0702449507,7003,3,3,1,8,2,20,2,0,2,2,0,26388.56,18758.13,35441.22,13178.44,4074.07,542.92,1554.04
0702449508,7003,2,3,1,1,1,94,3,1,2,3,0,36338.44,27597.21,35032.79,25559.74,510.0,3365.19,856.03
0702449509,7003,3,3,1,4,2,64,6,2,4,6,0,72992.6,63793.8,53915.79,23116.88,7396.91,459.77,12413.3
0702449510,7003,1,3,1,3,2,70,1,0,1,1,0,19085.2,2005.43,11292.16,4448.51,0.0,1091.72,1848.72
0702449511,7003,2,3,1,9,1,62,2,1,1,2,0,36025.31,20986.62,32280.57,15094.17,4083.91,17.6,9037.58
0702449512,7003,2,3,1,6,1,49,4,3,1,3,1,86407.81,84206.73,43019.08,18263.39,1678.04,1222.81,11018.05
0702449713,7003,1,3,1,1,2,72,1,0,1,1,0,17754.08,0.0,17405.44,11134.16,0.0,1790.2,857.14
0702449714,7003,1,3,1,4,1,61,1,1,0,1,0,15477.04,13377.04,13123.53,12059.84,0.0,0.0,0.0
0702449716,7003,2,3,1,6,1,49,3,1,2,3,0,122380.3,25475.39,48717.42,24891.17,880.43,141.84,9693.44
0702449717,7003,3,3,1,4,2,70,3,1,2,2,1,55004.23,30491.79,46501.54,22075.43,14095.08,29.34,4037.69
0702449718,7003,2,3,1,10,1,70,2,1,1,2,0,43822.16,0.0,37907.12,14464.09,0.0,714.11,12085.02
0702450201,7005,2,3,1,3,1,49,4,2,2,4,0,77820.79,74917.57,26591.53,13313.41,2310.44,489.13,2702.06
0702450202,7005,2,3,1,1,2,68,2,1,1,2,0,31919.04,0.0,9724.9,4409.93,450.0,224.99,0.0
0702450203,7005,2,3,1,1,1,30,4,3,1,2,2,78283.4,71208.79,30948.57,11776.99,450.0,0.0,3066.34
0702450204,7005,3,3,1,5,1,35,8,6,2,5,3,28259.7,9593.39,17334.56,12214.11,0.0,538.04,580.64
0702450205,7005,3,3,1,3,1,43,7,2,5,5,2,35236.65,17629.1,13633.2,9102.71,450.0,78.26,580.64
0702450206,7005,2,3,1,8,1,26,4,2,2,2,2,82726.5,75468.44,28932.13,9488.43,1495.79,0.0,13186.62
0702450407,7005,2,3,1,4,1,43,4,2,2,3,1,43665.13,37858.68,45251.26,17048.36,11723.24,352.17,9685.67
0702450408,7005,2,3,1,4,1,58,3,2,1,3,0,39484.17,35129.34,20918.25,8961.32,0.0,539.99,3587.21
0702450409,7005,2,3,1,4,1,31,6,2,4,2,4,40127.14,36914.67,25435.48,8742.78,2580.95,381.51,5123.46
0702450410,7005,2,3,1,4,1,47,4,2,2,3,1,40000.71,35706.52,21552.81,11404.14,1551.69,978.24,3398.39
0702450411,7005,2,3,1,10,1,45,6,3,3,4,2,91203.83,82840.09,33747.73,15512.02,4454.39,567.39,4223.44
0702450412,7005,1,3,1,1,1,76,1,1,0,1,0,13159.17,0.0,10876.51,8999.99,185.86,366.84,0.0
0702450613,7005,1,3,1,3,1,83,1,1,0,1,0,15846.43,5101.96,19971.56,3169.22,450.0,831.51,0.0
0702450614,7005,2,3,1,3,1,52,4,1,3,3,1,17210.64,10384.42,12039.01,6389.89,1650.0,0.0,300.0
0702450616,7005,3,3,1,4,1,48,5,4,1,4,1,28401.61,17999.98,15200.0,8729.94,1369.56,743.47,0.0
0702450617,7005,2,3,1,6,1,42,5,2,3,3,2,15073.77,13573.77,18980.99,8716.98,2340.0,1663.03,1654.28
0702450618,7005,2,3,1,8,1,41,4,1,3,2,2,62850.33,54836.05,74218.09,36406.43,7435.04,246.52,4585.7
0702450819,7005,2,3,1,3,1,61,7,4,3,7,0,46475.4,43475.4,22679.94,17639.87,0.0,337.49,1607.13
0702450819,7005,2,3,1,3,2,42,7,4,3,4,3,39533.84,37763.35,29088.78,21368.29,1356.0,0.0,2185.68
0702450820,7005,2,3,1,6,1,34,4,1,3,2,2,27639.33,21368.84,21807.73,16341.18,0.0,0.0,2057.14
0702450821,7005,3,3,1,3,1,53,4,2,2,3,1,30944.24,5813.1,26268.57,17421.25,1200.0,4284.76,1628.56
0702450822,7005,2,3,1,4,1,47,2,1,1,2,0,25628.84,18128.84,16824.76,12856.9,450.0,1129.87,330.0
0702450823,7005,2,3,1,3,1,43,2,1,1,2,0,28670.35,23141.78,17720.15,11854.12,1200.0,1540.75,1628.56
0702450824,7005,2,3,1,3,1,65,3,2,1,3,0,44071.42,33300.95,16156.37,10966.93,0.0,55.76,1800.0
0702451201,7015,3,3,1,8,1,48,5,2,3,4,1,21828.41,7120.87,24941.12,16109.92,750.0,0.0,5835.47
0702451202,7015,2,3,1,5,1,36,3,2,1,2,1,17861.51,15032.96,58183.75,21059.65,3166.37,2005.42,8877.39
0702451204,7015,2,3,1,3,1,26,4,3,1,2,2,17639.47,14736.25,9085.58,5644.21,580.64,0.0,385.71
0702451205,7015,2,3,1,6,1,34,4,1,3,2,2,23736.25,18791.2,20315.45,11995.59,971.94,0.0,900.0
0702451206,7015,2,3,1,6,1,39,5,2,3,3,2,55620.68,48362.62,42781.87,11963.42,645.65,0.0,26382.65
0702452601,7015,2,4,1,3,2,36,4,2,2,2,2,33906.88,30786.88,31590.38,15839.81,1301.08,127.17,2537.12
0702452602,7015,2,4,1,8,1,26,4,2,2,2,2,24354.08,22254.08,22336.07,11635.62,0.0,978.26,4320.0
0702452603,7015,2,4,1,6,1,35,4,2,2,3,1,17247.52,8837.7,29040.1,15608.42,1563.91,19.56,5091.24
0702452604,7015,1,4,1,6,1,50,1,1,0,1,0,16499.99,13499.99,8924.74,6621.32,0.0,0.0,771.42
0702452605,7015,3,4,1,6,1,55,2,2,0,2,0,77900.63,68851.45,35403.19,12368.47,900.0,1222.82,8142.77
0702452606,7015,2,4,1,10,1,34,4,3,1,2,2,103509.82,103509.82,35237.39,5464.24,2597.19,0.0,13653.43
0702453801,7015,3,4,1,6,2,70,8,3,5,6,2,56458.97,34008.18,45505.77,25778.34,3000.0,929.32,2987.12
0702453802,7015,2,4,1,4,1,71,2,2,0,2,0,12022.6,9047.2,13531.78,9462.77,0.0,0.0,1302.84
0702453803,7015,3,4,1,1,2,83,6,4,2,3,3,61338.66,45059.99,15785.05,9179.88,860.21,53.8,2121.42
0702453804,7015,2,4,1,1,2,77,2,1,1,2,0,25416.38,14163.93,8647.23,4872.8,0.0,117.39,634.28
0702453805,7015,2,4,1,8,1,30,6,3,3,2,4,32729.49,27172.12,47894.29,23425.53,7337.7,2768.46,9942.82
0702453806,7015,2,4,1,8,1,55,3,1,2,3,0,41483.59,36983.59,21923.32,12368.45,0.0,0.0,6334.24
0702454601,7015,2,2,1,6,1,40,4,2,2,4,0,55547.2,55547.2,38019.84,13049.84,4723.7,430.41,4928.54
0702454602,7015,2,2,1,6,1,30,4,2,2,2,2,14163.93,14163.93,14696.14,7637.02,1500.0,151.62,0.0
0702454603,7015,3,2,1,3,2,76,3,2,1,3,0,55672.09,13278.68,46316.08,7624.15,16194.78,6929.97,9300.0
0702454604,7015,2,2,1,3,1,53,3,2,1,3,0,38089.88,32855.39,16680.16,9269.82,0.0,963.56,3167.14
0702454605,7015,2,2,1,1,1,60,2,1,1,2,0,26895.7,11310.49,10286.97,6724.2,68.85,596.72,300.0
0702454605,7015,2,2,1,3,1,44,4,2,2,3,1,33016.2,30885.23,19625.92,13802.02,2814.0,538.02,0.0
0702454606,7015,2,2,1,6,1,38,2,1,1,2,0,24098.34,24098.34,28154.59,16225.59,73.77,166.29,3110.65
0702455801,7015,3,2,2,3,2,49,5,3,2,5,0,94045.03,85045.03,65514.99,40654.09,0.0,1780.42,5991.4
0702455803,7015,3,2,2,6,2,64,4,1,3,3,1,36347.04,20473.76,54848.4,17935.57,13116.15,2015.19,5948.75
0702455804,7015,1,2,2,11,2,69,1,0,1,1,0,68852.45,68852.45,68474.31,15235.62,807.0,0.0,3789.84
0702455805,7015,2,2,2,8,2,28,2,1,1,1,1,44779.17,15172.62,40399.25,11481.33,4177.04,48.91,8252.25
0702455806,7015,2,2,2,6,2,54,3,1,2,3,0,45492.77,39492.77,37811.56,16315.5,542.95,166.3,14530.66
0702456201,7017,2,2,2,3,1,60,2,1,1,2,0,41855.21,38273.52,18068.28,9707.04,59.34,93.91,2444.9
0702456202,7017,2,2,2,6,2,41,2,0,2,2,0,12213.2,10879.12,22202.94,9707.02,1891.32,357.04,3024.9
0702456203,7017,3,2,2,1,1,60,5,3,2,3,2,30149.22,18363.45,24967.66,13294.08,0.0,538.01,1787.22
0702456204,7017,4,2,2,3,1,61,6,4,2,4,2,29769.21,25170.31,20482.03,7103.43,697.7,107.6,4809.64
0702456205,7017,2,2,2,3,1,72,2,1,1,2,0,23228.62,2116.47,10444.65,4037.07,0.0,870.64,1378.21
0702456206,7017,3,2,2,1,1,53,6,2,4,4,2,40750.42,36395.59,20703.33,9308.44,760.41,155.53,3702.7
0702456507,7017,3,2,2,1,1,61,9,5,4,5,4,50317.29,39228.24,39466.91,19735.47,0.0,0.0,3483.87
0702456508,7017,3,2,2,1,2,68,5,3,2,4,1,44290.72,36953.77,34102.58,15428.34,1047.0,0.0,2903.22
0702456509,7017,1,2,2,9,1,24,1,1,0,1,0,27833.09,23478.26,40522.8,29224.21,843.82,0.0,2629.2
0702456510,7017,2,2,2,4,1,31,3,2,1,2,1,29641.29,29641.29,35016.48,15376.9,304.83,1203.25,966.35
0702456511,7017,2,2,2,8,1,47,2,1,1,2,0,25277.75,19471.3,49035.92,22731.14,0.0,469.56,2243.49
0702456512,7017,3,2,2,8,2,43,4,3,1,3,1,32235.25,25434.77,38906.29,19285.5,1421.79,0.0,4754.51
0702456713,7017,3,2,2,6,2,51,6,2,4,6,0,56606.55,50606.55,78581.69,22666.88,6603.1,425.53,33832.47
0702456714,7017,3,2,2,6,1,48,6,2,4,6,0,56695.06,47144.25,55274.64,20461.99,22534.42,1438.02,4971.4
0702456715,7017,2,2,2,10,2,40,3,1,2,3,0,60307.16,41016.38,48826.54,21638.37,4568.12,0.0,15235.6
0702456716,7017,2,2,2,6,2,44,3,1,2,1,2,22954.05,14204.39,9055.83,4937.02,1404.12,0.0,1028.56
0702456717,7017,1,2,2,4,1,84,1,1,0,1,0,21386.52,643.27,13253.9,9861.29,0.0,0.0,0.0
0702456718,7017,3,2,2,3,1,73,4,1,3,4,0,63860.6,27983.58,16936.81,9514.21,0.0,3052.16,1007.14
0702456919,7017,3,2,2,4,2,62,7,4,3,5,2,35351.0,24686.4,25946.49,16945.36,0.0,244.56,4251.81
0702456920,7017,3,2,2,1,2,77,3,1,2,3,0,40818.39,26207.6,15656.53,10182.68,0.0,83.15,2028.09
0702456921,7017,3,2,2,4,2,53,8,1,7,6,2,38113.02,38113.02,32111.25,15196.93,1076.08,821.72,2716.56
0702456922,7017,2,2,2,8,1,60,2,1,1,2,0,38455.89,32649.44,20516.67,12497.0,750.0,538.03,1899.52
0702456923,7017,2,2,2,10,1,38,3,2,1,3,0,126771.54,112255.42,37195.07,2648.52,1166.01,0.0,6617.25
0702456924,7017,3,2,2,3,1,62,6,3,3,5,1,50137.41,42456.5,26292.96,13564.15,342.39,1760.85,5487.06
0702457001,7019,3,1,3,3,1,64,6,3,3,5,1,43263.4,38892.79,32293.13,20455.57,101.6,880.43,3342.15
0702457003,7019,3,1,3,3,2,60,3,0,3,3,0,33945.63,17608.69,31544.72,8897.08,0.0,3032.6,3313.44
0702457004,7019,2,1,3,7,1,38,3,2,1,2,1,31884.19,28980.97,17451.43,7784.87,527.29,508.68,3483.87
0702457005,7019,2,1,3,3,1,55,2,1,1,2,0,27229.34,20934.78,15519.17,7225.65,0.0,391.3,2816.1
0702457006,7019,2,1,3,4,2,32,3,2,1,1,2,17879.79,14086.95,17755.47,8614.18,342.39,719.0,2621.17
0702458901,7019,3,1,2,1,2,45,4,1,3,3,1,29896.11,19883.14,22055.49,10221.31,132.06,479.34,3342.82
0702458902,7019,2,1,2,8,1,40,4,2,2,2,2,52410.3,52410.3,55247.55,27372.65,3139.65,1663.02,5985.46
0702458903,7019,2,1,2,1,2,56,3,2,1,3,0,41928.24,41928.24,41118.22,17871.25,0.0,308.14,6306.17
0702458904,7019,2,1,2,6,1,42,4,3,1,3,1,43708.48,29807.58,40292.95,20346.22,624.4,6661.94,5900.39
0702458905,7019,2,1,2,8,1,42,6,3,3,2,4,25089.93,24845.37,19741.21,2159.99,458.7,1447.81,5404.1
0702458906,7019,2,1,2,10,1,46,4,1,3,3,1,48712.54,37141.12,39109.16,14528.45,229.88,665.19,9646.94
0702459201,7019,2,1,2,6,1,24,4,3,1,2,2,34331.73,24191.2,20049.39,10915.62,2903.22,195.65,1849.75
0702459202,7019,2,1,2,3,1,55,3,2,1,3,0,53322.98,38551.64,38578.91,28086.19,2813.27,939.12,1318.88
0702459203,7019,3,1,2,1,1,84,3,2,1,2,1,54343.77,2902.74,18476.05,7739.88,2038.56,1467.38,887.54
0702459204,7019,2,1,2,10,1,29,2,2,0,2,0,80476.75,74670.3,40758.25,25135.57,348.38,0.0,8886.35
0702459205,7019,2,1,2,8,1,28,4,2,2,2,2,38727.08,28290.64,14814.04,6608.47,0.0,273.9,1799.99
0702459206,7019,2,1,2,4,1,42,4,3,1,3,1,282449.62,276643.17,88610.04,27642.77,5713.74,2347.81,40860.31
0702460301,7019,2,1,3,10,1,64,2,1,1,2,0,51785.64,5018.47,41453.7,24608.44,0.0,313.04,2594.76
0702460302,7019,2,1,3,11,1,33,3,2,1,2,1,46702.16,46702.16,47386.46,23653.12,2758.05,273.91,4119.2
0702460304,7019,5,1,3,8,1,32,2,1,1,2,0,87211.91,87211.91,63096.14,32631.27,522.58,203.47,6946.95
0702461401,7019,2,1,2,9,1,29,2,1,1,2,0,53559.76,53559.76,63665.65,24968.38,5757.83,846.19,23552.58
0702461403,7019,2,1,2,8,1,58,2,1,1,2,0,33588.2,7043.47,11608.83,5528.47,0.0,342.37,3985.68
0702461405,7019,3,1,2,1,2,61,4,2,2,4,0,37660.82,34757.6,39314.59,11597.0,14167.72,122.27,8328.02
0702462601,7019,2,1,2,8,1,26,3,2,1,2,1,51632.91,36147.51,30136.43,9916.13,6378.26,3913.04,3075.0
0702462602,7019,3,1,2,4,2,64,4,1,3,3,1,29360.63,20999.98,22874.22,12767.04,726.0,2015.2,2999.98
0702462603,7019,2,1,2,8,1,20,3,2,1,2,1,6136.28,993.44,67957.35,26819.91,0.0,215.21,5100.0
0702462604,7019,2,1,2,1,2,67,3,2,1,3,0,41099.97,33098.34,22089.38,6222.79,0.0,5184.76,3771.4
0702462605,7019,3,1,2,1,2,42,5,3,2,5,0,42747.5,34745.87,33620.28,12651.33,4650.0,2983.68,4542.82
0702462606,7019,2,1,2,10,1,32,4,2,2,2,2,43313.78,33934.41,35894.7,14978.49,3260.08,1839.1,6366.01
0702463801,7019,2,1,2,4,1,93,3,1,2,3,0,43057.35,0.0,10528.11,4448.51,702.0,2543.47,1157.13
0702463802,7019,1,1,2,1,2,78,1,0,1,1,0,21856.39,1475.4,6251.11,3497.11,0.0,0.0,1020.0
0702463803,7019,3,1,2,5,2,69,2,1,1,2,0,45555.64,0.0,10505.17,2674.26,0.0,48.91,4410.0
0702463804,7019,2,1,2,11,1,52,4,2,2,4,0,114663.9,102663.9,61057.63,21252.69,5400.0,5086.94,12224.94
0702463805,7019,3,1,2,4,2,36,4,1,3,4,0,35483.58,9836.06,22982.54,11429.87,0.0,293.47,1800.0
0702463806,7019,2,1,2,1,1,63,4,3,1,4,0,63218.32,46497.01,36434.23,17999.8,782.6,0.0,11400.0
0702464701,7019,2,1,1,4,2,64,2,0,2,2,0,21063.93,15063.93,10894.08,5065.65,0.0,293.47,5009.96
0702464702,7019,2,1,1,6,1,29,5,4,1,2,3,28316.27,21737.7,15676.1,7469.95,0.0,19.56,1414.28
0702464703,7019,1,1,1,1,2,59,1,0,1,1,0,14151.24,6265.57,2988.46,1272.82,0.0,0.0,257.14
0702464704,7019,2,1,1,6,1,51,3,2,1,3,0,42909.82,39909.82,32954.14,10581.33,4104.0,684.77,12471.39
0702464705,7019,2,1,1,4,1,31,5,4,1,2,3,28426.22,22426.22,11547.27,5785.66,1858.69,0.0,1842.84
0702464706,7019,2,1,1,1,2,54,3,2,1,3,0,39909.82,35409.82,17257.75,13448.45,0.0,366.83,1350.0
0702465501,7023,3,4,1,1,2,68,6,2,4,4,2,27564.83,19663.02,12633.22,6434.9,142.6,0.0,2156.66
0702465502,7023,2,4,1,1,1,59,3,1,2,3,0,13190.06,10867.48,16124.26,11301.36,0.0,0.0,432.16
0702465503,7023,3,4,1,1,1,53,7,3,4,5,2,157043.09,130951.93,38651.77,13011.33,4777.21,97.82,12104.49
0702465504,7023,2,4,1,8,1,33,5,2,3,2,3,16437.16,14114.58,9759.64,2455.65,1741.93,78.26,169.61
0702465505,7023,2,4,1,1,1,48,4,2,2,4,0,7981.25,1396.94,11439.98,964.22,1364.51,6211.93,634.29
0702465506,7023,2,4,1,1,2,44,4,0,4,4,0,19465.62,10755.95,11188.33,4435.65,0.0,0.0,145.16
0702466602,7023,2,3,1,1,1,38,3,2,1,2,1,14803.27,11803.27,9769.58,3805.67,0.0,146.73,120.0
0702466604,7023,2,3,1,4,1,26,3,1,2,2,1,22967.21,16967.21,5741.38,2802.82,0.0,195.65,600.0
0702466605,7023,3,3,1,6,1,39,6,3,3,5,1,58568.82,46716.37,43127.84,7225.62,4134.0,2522.92,24231.14
0702467901,7027,2,3,3,9,1,44,4,3,1,4,0,85008.97,66032.59,42121.75,15627.76,1760.86,0.0,23110.27
0702467903,7027,2,3,3,8,1,34,2,1,1,2,0,168990.24,162561.68,55372.14,25032.74,1553.22,0.0,5680.63
0702467904,7027,2,3,3,7,1,54,3,1,2,3,0,39753.66,0.0,36664.8,19561.89,0.0,5380.43,6180.37
0702467905,7027,2,3,3,6,2,54,2,1,1,2,0,35686.58,0.0,13557.11,7084.23,635.86,0.0,2371.84
0702467906,7027,2,3,3,10,1,46,2,1,1,2,0,86659.26,72586.93,72349.75,41149.08,2722.95,1027.17,15160.05
0702468401,7027,2,2,3,3,1,50,3,1,2,3,0,62587.37,53877.7,41995.92,13480.58,3113.54,340.43,11661.65
0702468402,7027,2,2,3,10,1,48,4,1,3,2,2,35149.06,30794.23,18983.22,5798.4,2122.5,33.25,5927.03
0702468403,7027,2,2,3,10,2,58,2,0,2,2,0,72746.31,54112.49,51264.21,10684.23,0.0,498.9,11690.32
0702468405,7027,2,2,3,9,1,34,4,3,1,2,2,34549.93,30521.73,28669.25,10774.06,9087.07,0.0,7150.61
0702468406,7027,2,2,3,8,1,44,2,1,1,2,0,56552.6,48913.03,54874.89,28028.32,6119.61,4206.51,8960.2
0702469901,7027,2,2,2,8,1,35,4,3,1,4,0,73484.72,70581.5,39605.68,15839.85,870.96,0.0,7687.28
0702469902,7027,2,2,2,8,1,25,3,2,1,2,1,45239.03,37980.97,29313.86,13255.54,0.0,0.0,10230.87
0702469903,7027,2,2,2,10,1,36,4,1,3,2,2,106078.16,100271.71,51792.93,21406.98,0.0,0.0,21523.2
0702469904,7027,2,2,2,6,1,32,3,1,2,2,1,33945.63,33945.63,26072.07,9231.32,0.0,0.0,8135.19
0702469906,7027,2,2,2,8,1,50,4,2,2,3,1,50430.89,41673.89,35816.91,19349.81,0.0,0.0,10688.34
0702470201,7027,2,2,2,11,1,45,4,1,3,3,1,102003.75,79615.36,84277.95,15312.78,25548.36,0.0,38160.18
0702470202,7027,2,2,2,10,1,66,2,1,1,2,0,89572.4,593.4,19691.16,5541.34,0.0,0.0,5006.51
0702470203,7027,3,2,2,8,2,57,9,2,7,8,1,90552.31,81651.23,71590.72,32489.69,14547.66,1609.21,6381.87
0702470204,7027,2,2,2,8,2,24,3,2,1,2,1,26495.58,24181.3,21293.68,8987.05,2177.41,0.0,2511.29
0702470205,7027,2,2,2,3,2,77,3,0,3,3,0,77668.42,60057.66,30667.64,12766.98,0.0,1467.39,10536.15
0702470206,7027,3,2,2,8,1,54,6,2,4,5,1,48339.32,30728.56,37068.17,14528.42,11612.88,127.17,4964.51
0702471501,7027,2,2,1,10,1,63,4,2,2,4,0,101597.11,88043.47,51395.96,25122.56,3423.91,0.0,17857.59
0702471502,7027,2,2,1,6,1,33,6,3,3,3,3,33947.19,29592.36,37452.76,19819.05,7104.51,0.0,2946.29
0702471503,7027,1,2,1,3,2,78,1,0,1,1,0,11690.02,0.0,8886.86,4847.02,0.0,303.25,2305.51
0702471504,7027,2,2,1,4,1,54,3,1,2,3,0,78695.29,66864.11,32442.37,13294.17,0.0,117.39,7728.04
0702471505,7027,3,2,1,1,2,45,7,5,2,6,1,82008.56,81861.83,78725.24,23772.44,0.0,25992.36,9775.5
0702471506,7027,2,2,1,3,2,56,2,1,1,2,0,30141.69,26168.47,43406.03,8652.64,377.41,782.6,26922.66
0702472703,7027,1,2,1,1,2,65,1,0,1,1,0,16716.38,1863.93,8980.83,5432.04,0.0,171.18,578.56
0702472704,7027,2,2,1,8,1,36,3,1,2,2,1,40002.28,30928.51,31282.53,17086.91,3170.1,176.08,7585.65
0702472705,7027,3,2,1,9,2,61,10,3,7,8,2,63267.65,40480.31,34479.19,11802.78,0.0,2602.15,14764.26
0702472706,7027,2,2,1,5,1,54,2,1,1,2,0,15242.94,12842.94,16040.81,8286.37,0.0,0.0,2849.98
0702473020,7040,1,2,2,6,1,67,1,1,0,1,0,20543.47,11739.13,20524.92,6107.04,0.0,547.81,1094.92
0702473021,7040,3,2,2,4,2,57,3,0,3,3,0,52278.68,39722.24,41029.15,18957.74,0.0,381.51,1741.93
0702473022,7040,2,2,2,8,1,78,2,1,1,2,0,38978.91,0.0,34793.8,14695.56,1115.52,489.13,5639.84
0702473023,7040,1,2,2,4,2,70,1,0,1,1,0,13159.17,0.0,10621.21,4654.23,0.0,102.71,949.76
0702473024,7040,3,2,2,10,1,67,4,4,0,3,1,111049.4,14359.39,63616.81,25251.27,3774.18,792.37,4570.5
0702473401,7040,2,2,2,10,1,43,3,1,2,2,1,34862.36,24407.6,26539.26,18437.07,87.09,342.38,5104.83
0702473402,7040,2,2,2,4,2,47,2,1,1,2,0,36410.86,36410.86,15816.58,282.85,5225.8,0.0,3835.68
0702473403,7040,2,2,2,11,1,64,5,3,2,5,0,157742.03,0.0,71004.77,50862.47,1596.76,0.0,5665.32
0702473404,7040,2,2,2,3,1,86,2,1,1,2,0,23494.67,8144.02,17469.02,10716.25,540.0,586.95,2177.41
0702473405,7040,3,2,2,3,2,83,2,0,2,2,0,26204.68,4757.27,7078.54,5065.64,0.0,512.6,880.43
0702473406,7040,2,2,2,6,2,60,2,1,1,2,0,16727.54,14991.84,32566.46,9899.82,664.83,2249.99,1992.81
0702473607,7040,3,2,2,3,1,89,2,2,0,2,0,42442.58,12836.05,90076.62,57509.62,630.0,2445.65,8524.28
0702473608,7040,3,2,2,4,2,78,3,1,2,3,0,53918.93,30903.91,35395.49,3754.27,900.0,0.0,4714.28
0702473609,7040,3,2,2,4,2,36,6,4,2,5,1,67696.68,67696.68,59531.37,23451.19,2285.86,1956.49,5340.0
0702473610,7040,3,2,2,10,1,61,2,1,1,2,0,36993.99,15452.64,37340.07,23772.65,0.0,445.1,3600.0
0702473813,7040,1,2,2,6,2,63,1,0,1,1,0,22204.91,0.0,12775.63,8414.93,900.0,601.61,600.0
0702473814,7040,1,2,2,6,1,56,1,1,0,1,0,6895.77,1967.21,9218.55,4499.95,30.0,107.6,0.0
